ensembl_gene_id	mgi_symbol	entrezgene	description
10090.ENSMUSP00000034843	ENSMUSG00000032293	Ireb2	64602	iron responsive element binding protein 2 [Source:MGI Symbol;Acc:MGI:1928268]
10090.ENSMUSP00000048383	ENSMUSG00000034311	Kif4	16571	kinesin family member 4 [Source:MGI Symbol;Acc:MGI:108389]
10090.ENSMUSP00000028975	ENSMUSG00000027474	BC020535	228788	cDNA sequence BC020535 [Source:MGI Symbol;Acc:MGI:2385159]
10090.ENSMUSP00000056555	ENSMUSG00000046546	Fam43a	224093	family with sequence similarity 43, member A [Source:MGI Symbol;Acc:MGI:2676309]
10090.ENSMUSP00000118015	ENSMUSG00000001105	Ift20	55978	intraflagellar transport 20 homolog (Chlamydomonas) [Source:MGI Symbol;Acc:MGI:1915585]
10090.ENSMUSP00000062279	ENSMUSG00000043541	Casc1	320662	cancer susceptibility candidate 1 [Source:MGI Symbol;Acc:MGI:2444480]
10090.ENSMUSP00000094778	ENSMUSG00000072235	Tuba1a	22142	tubulin, alpha 1A [Source:MGI Symbol;Acc:MGI:98869]
10090.ENSMUSP00000045901	ENSMUSG00000045007	Tubg2	103768	tubulin, gamma 2 [Source:MGI Symbol;Acc:MGI:2144208]
10090.ENSMUSP00000098212	ENSMUSG00000063146	Clip2	269713	CAP-GLY domain containing linker protein 2 [Source:MGI Symbol;Acc:MGI:1313136]
10090.ENSMUSP00000028984	ENSMUSG00000027482	Bpifa3	73388	BPI fold containing family A, member 3 [Source:MGI Symbol;Acc:MGI:1920638]
10090.ENSMUSP00000105382	ENSMUSG00000068008	Bpifb3	378700	BPI fold containing family B, member 3 [Source:MGI Symbol;Acc:MGI:2675077]
10090.ENSMUSP00000028991	ENSMUSG00000027488	Snta1	20648	syntrophin, acidic 1 [Source:MGI Symbol;Acc:MGI:101772]
10090.ENSMUSP00000079730	ENSMUSG00000057000	Nxf3	245610	nuclear RNA export factor 3 [Source:MGI Symbol;Acc:MGI:2685230]
10090.ENSMUSP00000108788	ENSMUSG00000031410	Nxf7	170722	nuclear RNA export factor 7 [Source:MGI Symbol;Acc:MGI:2159343]
10090.ENSMUSP00000029024	ENSMUSG00000027519	Rab22a	19334	RAB22A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:105072]
10090.ENSMUSP00000107492	ENSMUSG00000032504	Pdcd6ip	18571	programmed cell death 6 interacting protein [Source:MGI Symbol;Acc:MGI:1333753]
10090.ENSMUSP00000031902	ENSMUSG00000029868	Trpv6	64177	transient receptor potential cation channel, subfamily V, member 6 [Source:MGI Symbol;Acc:MGI:1927259]
10090.ENSMUSP00000029075	ENSMUSG00000027560	Dok5	76829	docking protein 5 [Source:MGI Symbol;Acc:MGI:1924079]
10090.ENSMUSP00000078972	ENSMUSG00000028962	Slc4a2	20535	solute carrier family 4 (anion exchanger), member 2 [Source:MGI Symbol;Acc:MGI:109351]
10090.ENSMUSP00000029128	ENSMUSG00000027602	Map1lc3a	66734	microtubule-associated protein 1 light chain 3 alpha [Source:MGI Symbol;Acc:MGI:1915661]
10090.ENSMUSP00000040222	ENSMUSG00000039682	Lap3	66988	leucine aminopeptidase 3 [Source:MGI Symbol;Acc:MGI:1914238]
10090.ENSMUSP00000103015	ENSMUSG00000039062	Anpep	16790	alanyl (membrane) aminopeptidase [Source:MGI Symbol;Acc:MGI:5000466]
10090.ENSMUSP00000107930	ENSMUSG00000025825	Iscu	66383	IscU iron-sulfur cluster scaffold homolog (E. coli) [Source:MGI Symbol;Acc:MGI:1913633]
10090.ENSMUSP00000111431	ENSMUSG00000003778	Brd8	78656	bromodomain containing 8 [Source:MGI Symbol;Acc:MGI:1925906]
10090.ENSMUSP00000101950	ENSMUSG00000030689	Ino80e	233875	INO80 complex subunit E [Source:MGI Symbol;Acc:MGI:2141881]
10090.ENSMUSP00000109270	ENSMUSG00000024926	Kat5	81601	K(lysine) acetyltransferase 5 [Source:MGI Symbol;Acc:MGI:1932051]
10090.ENSMUSP00000030826	ENSMUSG00000028976	Slc2a5	56485	solute carrier family 2 (facilitated glucose transporter), member 5 [Source:MGI Symbol;Acc:MGI:1928369]
10090.ENSMUSP00000033289	ENSMUSG00000030987	Stim1	20866	stromal interaction molecule 1 [Source:MGI Symbol;Acc:MGI:107476]
10090.ENSMUSP00000029355	ENSMUSG00000027784	Ppm1l	242083	protein phosphatase 1 (formerly 2C)-like [Source:MGI Symbol;Acc:MGI:2139740]
10090.ENSMUSP00000029367	ENSMUSG00000027792	Bche	12038	butyrylcholinesterase [Source:MGI Symbol;Acc:MGI:894278]
10090.ENSMUSP00000098286	ENSMUSG00000072625	Gdf2	12165	growth differentiation factor 2 [Source:MGI Symbol;Acc:MGI:1321394]
10090.ENSMUSP00000029385	ENSMUSG00000027808	Serp1	28146	stress-associated endoplasmic reticulum protein 1 [Source:MGI Symbol;Acc:MGI:92638]
10090.ENSMUSP00000029400	ENSMUSG00000027820	Mme	17380	membrane metallo endopeptidase [Source:MGI Symbol;Acc:MGI:97004]
10090.ENSMUSP00000029438	ENSMUSG00000008730	Hipk1	15257	homeodomain interacting protein kinase 1 [Source:MGI Symbol;Acc:MGI:1314873]
10090.ENSMUSP00000071289	ENSMUSG00000020716	Nf1	18015	neurofibromatosis 1 [Source:MGI Symbol;Acc:MGI:97306]
10090.ENSMUSP00000041082	ENSMUSG00000041354	Rgl2	19732	ral guanine nucleotide dissociation stimulator-like 2 [Source:MGI Symbol;Acc:MGI:107483]
10090.ENSMUSP00000034984	ENSMUSG00000032413	Rasa2	114713	RAS p21 protein activator 2 [Source:MGI Symbol;Acc:MGI:2149960]
10090.ENSMUSP00000032810	ENSMUSG00000030589	Rasgrp4	233046	RAS guanyl releasing protein 4 [Source:MGI Symbol;Acc:MGI:2386851]
10090.ENSMUSP00000032093	ENSMUSG00000030020	Prickle2	243548	prickle homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:1925144]
10090.ENSMUSP00000029456	ENSMUSG00000027863	Cd2	12481	CD2 antigen [Source:MGI Symbol;Acc:MGI:88320]
10090.ENSMUSP00000029490	ENSMUSG00000027893	Ahcyl1	229709	S-adenosylhomocysteine hydrolase-like 1 [Source:MGI Symbol;Acc:MGI:2385184]
10090.ENSMUSP00000029515	ENSMUSG00000027907	S100a11	100502897;20195	S100 calcium binding protein A11 (calgizzarin) [Source:MGI Symbol;Acc:MGI:1338798]
10090.ENSMUSP00000029530	ENSMUSG00000068890	Lce1a2	73722	late cornified envelope 1A2 [Source:MGI Symbol;Acc:MGI:1920972]
10090.ENSMUSP00000073776	ENSMUSG00000057609	Lce1a1	67127	late cornified envelope 1A1 [Source:MGI Symbol;Acc:MGI:1914377]
10090.ENSMUSP00000029531	ENSMUSG00000027923	Lce1b	68720	late cornified envelope 1B [Source:MGI Symbol;Acc:MGI:1915970]
10090.ENSMUSP00000029545	ENSMUSG00000027936	Crtc2	74343	CREB regulated transcription coactivator 2 [Source:MGI Symbol;Acc:MGI:1921593]
10090.ENSMUSP00000062096	ENSMUSG00000051498	Tlr6	21899	toll-like receptor 6 [Source:MGI Symbol;Acc:MGI:1341296]
10090.ENSMUSP00000060793	ENSMUSG00000044827	Tlr1	21897	toll-like receptor 1 [Source:MGI Symbol;Acc:MGI:1341295]
10090.ENSMUSP00000042867	ENSMUSG00000036961	Wnt8b	22423	wingless related MMTV integration site 8b [Source:MGI Symbol;Acc:MGI:109485]
10090.ENSMUSP00000118839	ENSMUSG00000023927	Satb1	20230	special AT-rich sequence binding protein 1 [Source:MGI Symbol;Acc:MGI:105084]
10090.ENSMUSP00000071573	ENSMUSG00000069456	Rdh16	19683	retinol dehydrogenase 16 [Source:MGI Symbol;Acc:MGI:1201375]
10090.ENSMUSP00000029650	ENSMUSG00000028016	Ints12	71793	integrator complex subunit 12 [Source:MGI Symbol;Acc:MGI:1919043]
10090.ENSMUSP00000029658	ENSMUSG00000028024	Enpep	13809	glutamyl aminopeptidase [Source:MGI Symbol;Acc:MGI:106645]
10090.ENSMUSP00000029676	ENSMUSG00000028041	Adam15	11490	a disintegrin and metallopeptidase domain 15 (metargidin) [Source:MGI Symbol;Acc:MGI:1333882]
10090.ENSMUSP00000029698	ENSMUSG00000028062	Lamtor2	83409	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2 [Source:MGI Symbol;Acc:MGI:1932697]
10090.ENSMUSP00000029708	ENSMUSG00000028070	Apoa1bp	246703	apolipoprotein A-I binding protein [Source:MGI Symbol;Acc:MGI:2180167]
10090.ENSMUSP00000033901	ENSMUSG00000031505	Carkd	69225	carbohydrate kinase domain containing [Source:MGI Symbol;Acc:MGI:1913353]
10090.ENSMUSP00000029711	ENSMUSG00000005640	Insrr	23920	insulin receptor-related receptor [Source:MGI Symbol;Acc:MGI:1346037]
10090.ENSMUSP00000029717	ENSMUSG00000028076	Cd1d1	12479	CD1d1 antigen [Source:MGI Symbol;Acc:MGI:107674]
10090.ENSMUSP00000100212	ENSMUSG00000076612	Ighg2c	NA	immunoglobulin heavy constant gamma 2C [Source:MGI Symbol;Acc:MGI:2686979]
10090.ENSMUSP00000029770	ENSMUSG00000028127	Abcd3	19299	ATP-binding cassette, sub-family D (ALD), member 3 [Source:MGI Symbol;Acc:MGI:1349216]
10090.ENSMUSP00000107347	ENSMUSG00000027082	Tfpi	21788	tissue factor pathway inhibitor [Source:MGI Symbol;Acc:MGI:1095418]
10090.ENSMUSP00000033820	ENSMUSG00000031443	F7	14068	coagulation factor VII [Source:MGI Symbol;Acc:MGI:109325]
10090.ENSMUSP00000029772	ENSMUSG00000005774	Rfx5	53970	regulatory factor X, 5 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:1858421]
10090.ENSMUSP00000075140	ENSMUSG00000036120	Rfxank	100048268;19727	regulatory factor X-associated ankyrin-containing protein [Source:MGI Symbol;Acc:MGI:1333865]
10090.ENSMUSP00000040917	ENSMUSG00000036615	Rfxap	170767	regulatory factor X-associated protein [Source:MGI Symbol;Acc:MGI:2180854]
10090.ENSMUSP00000072412	ENSMUSG00000020190	Mknk2	17347	MAP kinase-interacting serine/threonine kinase 2 [Source:MGI Symbol;Acc:MGI:894279]
10090.ENSMUSP00000029804	ENSMUSG00000005813	Metap1	75624	methionyl aminopeptidase 1 [Source:MGI Symbol;Acc:MGI:1922874]
10090.ENSMUSP00000049770	ENSMUSG00000046994	Mars2	212679	methionine-tRNA synthetase 2 (mitochondrial) [Source:MGI Symbol;Acc:MGI:2444136]
10090.ENSMUSP00000076814	ENSMUSG00000029060	Mib2	76580	mindbomb homolog 2 (Drosophila) [Source:MGI Symbol;Acc:MGI:2679684]
10090.ENSMUSP00000046283	ENSMUSG00000033170	Card10	105844	caspase recruitment domain family, member 10 [Source:MGI Symbol;Acc:MGI:2146012]
10090.ENSMUSP00000029871	ENSMUSG00000028217	Cdh17	12557	cadherin 17 [Source:MGI Symbol;Acc:MGI:1095414]
10090.ENSMUSP00000105905	ENSMUSG00000021235	Coq6	217707	coenzyme Q6 homolog (yeast) [Source:MGI Symbol;Acc:MGI:1924408]
10090.ENSMUSP00000095695	ENSMUSG00000030652	Coq7	12850	demethyl-Q 7 [Source:MGI Symbol;Acc:MGI:107207]
10090.ENSMUSP00000029919	ENSMUSG00000028255	Clca3	23844	chloride channel calcium activated 3 [Source:MGI Symbol;Acc:MGI:1346342]
10090.ENSMUSP00000048054	ENSMUSG00000032623	Oas1d	100535	2'-5' oligoadenylate synthetase 1D [Source:MGI Symbol;Acc:MGI:2140770]
10090.ENSMUSP00000056993	ENSMUSG00000053765	Oas1f	243262	2'-5' oligoadenylate synthetase 1F [Source:MGI Symbol;Acc:MGI:2180855]
10090.ENSMUSP00000072297	ENSMUSG00000001168	Oas1h	246729	2'-5' oligoadenylate synthetase 1H [Source:MGI Symbol;Acc:MGI:2180853]
10090.ENSMUSP00000056001	ENSMUSG00000069874	Irgm2	54396	immunity-related GTPase family M member 2 [Source:MGI Symbol;Acc:MGI:1926262]
10090.ENSMUSP00000050446	ENSMUSG00000046879	Irgm1	15944	immunity-related GTPase family M member 1 [Source:MGI Symbol;Acc:MGI:107567]
10090.ENSMUSP00000101829	ENSMUSG00000028268	Gbp3	55932	guanylate binding protein 3 [Source:MGI Symbol;Acc:MGI:1926263]
10090.ENSMUSP00000063390	ENSMUSG00000054072	Iigp1	60440	interferon inducible GTPase 1 [Source:MGI Symbol;Acc:MGI:1926259]
10090.ENSMUSP00000029955	ENSMUSG00000028287	1700009N14Rik	75471	RIKEN cDNA 1700009N14 gene [Source:MGI Symbol;Acc:MGI:1922721]
10090.ENSMUSP00000043488	ENSMUSG00000034667	Xpot	73192	exportin, tRNA (nuclear export receptor for tRNAs) [Source:MGI Symbol;Acc:MGI:1920442]
10090.ENSMUSP00000030018	ENSMUSG00000028334	Nans	94181	N-acetylneuraminic acid synthase (sialic acid synthase) [Source:MGI Symbol;Acc:MGI:2149820]
10090.ENSMUSP00000037454	ENSMUSG00000042684	Npl	74091	N-acetylneuraminate pyruvate lyase [Source:MGI Symbol;Acc:MGI:1921341]
10090.ENSMUSP00000030201	ENSMUSG00000028479	Gne	50798	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase [Source:MGI Symbol;Acc:MGI:1354951]
10090.ENSMUSP00000032419	ENSMUSG00000030282	Cmas	12764	cytidine monophospho-N-acetylneuraminic acid synthetase [Source:MGI Symbol;Acc:MGI:1337124]
10090.ENSMUSP00000030028	ENSMUSG00000028343	Erp44	76299	endoplasmic reticulum protein 44 [Source:MGI Symbol;Acc:MGI:1923549]
10090.ENSMUSP00000113326	ENSMUSG00000041891	Lman1	70361	lectin, mannose-binding, 1 [Source:MGI Symbol;Acc:MGI:1917611]
10090.ENSMUSP00000030030	ENSMUSG00000028345	Tex10	269536	testis expressed gene 10 [Source:MGI Symbol;Acc:MGI:1344413]
10090.ENSMUSP00000041049	ENSMUSG00000035754	Wdr18	216156	WD repeat domain 18 [Source:MGI Symbol;Acc:MGI:2158400]
10090.ENSMUSP00000030047	ENSMUSG00000028362	Tnfsf8	21949	tumor necrosis factor (ligand) superfamily, member 8 [Source:MGI Symbol;Acc:MGI:88328]
10090.ENSMUSP00000030339	ENSMUSG00000028602	Tnfrsf8	21941	tumor necrosis factor receptor superfamily, member 8 [Source:MGI Symbol;Acc:MGI:99908]
10090.ENSMUSP00000088276	ENSMUSG00000038393	Txnip	56338	thioredoxin interacting protein [Source:MGI Symbol;Acc:MGI:1889549]
10090.ENSMUSP00000066515	ENSMUSG00000056124	B4galt6	56386	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6 [Source:MGI Symbol;Acc:MGI:1928380]
10090.ENSMUSP00000030095	ENSMUSG00000008305	Tle1	21885	transducin-like enhancer of split 1, homolog of Drosophila E(spl) [Source:MGI Symbol;Acc:MGI:104636]
10090.ENSMUSP00000055037	ENSMUSG00000022245	Skor1	207667	SKI family transcriptional corepressor 1 [Source:MGI Symbol;Acc:MGI:2443473]
10090.ENSMUSP00000084062	ENSMUSG00000067071	Hes6	55927	hairy and enhancer of split 6 (Drosophila) [Source:MGI Symbol;Acc:MGI:1859852]
10090.ENSMUSP00000115756	ENSMUSG00000022747	St3gal6	54613	ST3 beta-galactoside alpha-2,3-sialyltransferase 6 [Source:MGI Symbol;Acc:MGI:1888707]
10090.ENSMUSP00000045229	ENSMUSG00000040364	Sec1	56546	secretory blood group 1 [Source:MGI Symbol;Acc:MGI:1928893]
10090.ENSMUSP00000099858	ENSMUSG00000035778	Ggta1	14594	glycoprotein galactosyltransferase alpha 1, 3 [Source:MGI Symbol;Acc:MGI:95704]
10090.ENSMUSP00000066467	ENSMUSG00000021360	Gcnt2	14538	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme [Source:MGI Symbol;Acc:MGI:1100870]
10090.ENSMUSP00000063719	ENSMUSG00000055978	Fut2	14344	fucosyltransferase 2 [Source:MGI Symbol;Acc:MGI:109374]
10090.ENSMUSP00000054530	ENSMUSG00000021065	Fut8	53618	fucosyltransferase 8 [Source:MGI Symbol;Acc:MGI:1858901]
10090.ENSMUSP00000107965	ENSMUSG00000034780	B3galt1	26877	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1 [Source:MGI Symbol;Acc:MGI:1349403]
10090.ENSMUSP00000110992	ENSMUSG00000022885	St6gal1	20440	beta galactoside alpha 2,6 sialyltransferase 1 [Source:MGI Symbol;Acc:MGI:108470]
10090.ENSMUSP00000076887	ENSMUSG00000032530	Lyzl4	69032	lysozyme-like 4 [Source:MGI Symbol;Acc:MGI:1916282]
10090.ENSMUSP00000030125	ENSMUSG00000028416	Bag1	12017	BCL2-associated athanogene 1 [Source:MGI Symbol;Acc:MGI:108047]
10090.ENSMUSP00000056888	ENSMUSG00000050148	Ubqln2	54609	ubiquilin 2 [Source:MGI Symbol;Acc:MGI:1860283]
10090.ENSMUSP00000054084	ENSMUSG00000050244	Heatr1	217995	HEAT repeat containing 1 [Source:MGI Symbol;Acc:MGI:2442524]
10090.ENSMUSP00000030145	ENSMUSG00000028436	Dcaf12	68970	DDB1 and CUL4 associated factor 12 [Source:MGI Symbol;Acc:MGI:1916220]
10090.ENSMUSP00000117082	ENSMUSG00000035572	Dcaf10	242418	DDB1 and CUL4 associated factor 10 [Source:MGI Symbol;Acc:MGI:2140179]
10090.ENSMUSP00000099501	ENSMUSG00000028960	Ube4b	63958	ubiquitination factor E4B, UFD2 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1927086]
10090.ENSMUSP00000086542	ENSMUSG00000027455	Nsfl1c	386649	NSFL1 (p97) cofactor (p47) [Source:MGI Symbol;Acc:MGI:3042273]
10090.ENSMUSP00000035851	ENSMUSG00000039703	Nploc4	217365	nuclear protein localization 4 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2679787]
10090.ENSMUSP00000030197	ENSMUSG00000028475	5430416O09Rik	NA	RIKEN cDNA 5430416O09 gene [Source:MGI Symbol;Acc:MGI:1918656]
10090.ENSMUSP00000086557	ENSMUSG00000068099	1500009C09Rik	NA	RIKEN cDNA 1500009C09 gene [Source:MGI Symbol;Acc:MGI:1923755]
10090.ENSMUSP00000099989	ENSMUSG00000026956	Uap1l1	227620	UDP-N-acteylglucosamine pyrophosphorylase 1-like 1 [Source:MGI Symbol;Acc:MGI:2443318]
10090.ENSMUSP00000080414	ENSMUSG00000025176	Hoga1	67432	4-hydroxy-2-oxoglutarate aldolase 1 [Source:MGI Symbol;Acc:MGI:1914682]
10090.ENSMUSP00000106983	ENSMUSG00000026670	Uap1	107652	UDP-N-acetylglucosamine pyrophosphorylase 1 [Source:MGI Symbol;Acc:MGI:1334459]
10090.ENSMUSP00000109500	ENSMUSG00000026812	Tsc1	64930	tuberous sclerosis 1 [Source:MGI Symbol;Acc:MGI:1929183]
10090.ENSMUSP00000111552	ENSMUSG00000043051	Disc1	244667	disrupted in schizophrenia 1 [Source:MGI Symbol;Acc:MGI:2447658]
10090.ENSMUSP00000030265	ENSMUSG00000028540	Dph2	67728	DPH2 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914978]
10090.ENSMUSP00000068491	ENSMUSG00000021905	Dph3	105638	DPH3 homolog (KTI11, S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1922658]
10090.ENSMUSP00000099383	ENSMUSG00000017307	Acot8	170789	acyl-CoA thioesterase 8 [Source:MGI Symbol;Acc:MGI:2158201]
10090.ENSMUSP00000041983	ENSMUSG00000039653	Baat	12012	bile acid-Coenzyme A: amino acid N-acyltransferase [Source:MGI Symbol;Acc:MGI:106642]
10090.ENSMUSP00000067623	ENSMUSG00000064030	Wibg	78428	within bgcn homolog (Drosophila) [Source:MGI Symbol;Acc:MGI:1925678]
10090.ENSMUSP00000043562	ENSMUSG00000033610	Pank1	75735	pantothenate kinase 1 [Source:MGI Symbol;Acc:MGI:1922985]
10090.ENSMUSP00000045588	ENSMUSG00000037514	Pank2	74450	pantothenate kinase 2 [Source:MGI Symbol;Acc:MGI:1921700]
10090.ENSMUSP00000064330	ENSMUSG00000029056	Pank4	269614	pantothenate kinase 4 [Source:MGI Symbol;Acc:MGI:2387466]
10090.ENSMUSP00000030446	ENSMUSG00000028684	Urod	22275	uroporphyrinogen decarboxylase [Source:MGI Symbol;Acc:MGI:98916]
10090.ENSMUSP00000076575	ENSMUSG00000032126	Hmbs	15288	hydroxymethylbilane synthase [Source:MGI Symbol;Acc:MGI:96112]
10090.ENSMUSP00000055455	ENSMUSG00000022742	Cpox	12892	coproporphyrinogen oxidase [Source:MGI Symbol;Acc:MGI:104841]
10090.ENSMUSP00000101751	ENSMUSG00000030979	Uros	22276	uroporphyrinogen III synthase [Source:MGI Symbol;Acc:MGI:98917]
10090.ENSMUSP00000030453	ENSMUSG00000028690	Mmachc	67096	methylmalonic aciduria cblC type, with homocystinuria [Source:MGI Symbol;Acc:MGI:1914346]
10090.ENSMUSP00000099830	ENSMUSG00000026766	Mmadhc	109129	methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria [Source:MGI Symbol;Acc:MGI:1923786]
10090.ENSMUSP00000030480	ENSMUSG00000028712	Cyp4a31	666168	cytochrome P450, family 4, subfamily a, polypeptide 31 [Source:MGI Symbol;Acc:MGI:3028580]
10090.ENSMUSP00000030488	ENSMUSG00000028716	Pdzk1ip1	67182	PDZK1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1914432]
10090.ENSMUSP00000102685	ENSMUSG00000038298	Pdzk1	59020	PDZ domain containing 1 [Source:MGI Symbol;Acc:MGI:1928901]
10090.ENSMUSP00000071955	ENSMUSG00000061024	Rrs1	59014	RRS1 ribosome biogenesis regulator homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1929721]
10090.ENSMUSP00000030510	ENSMUSG00000028738	Tas1r2	83770	taste receptor, type 1, member 2 [Source:MGI Symbol;Acc:MGI:1933546]
10090.ENSMUSP00000030949	ENSMUSG00000029072	Tas1r3	83771	taste receptor, type 1, member 3 [Source:MGI Symbol;Acc:MGI:1933547]
10090.ENSMUSP00000101496	ENSMUSG00000037366	Pafah2	100163	platelet-activating factor acetylhydrolase 2 [Source:MGI Symbol;Acc:MGI:2140321]
10090.ENSMUSP00000101029	ENSMUSG00000001211	Agpat3	28169	1-acylglycerol-3-phosphate O-acyltransferase 3 [Source:MGI Symbol;Acc:MGI:1336186]
10090.ENSMUSP00000068690	ENSMUSG00000054469	Lclat1	225010	lysocardiolipin acyltransferase 1 [Source:MGI Symbol;Acc:MGI:2684937]
10090.ENSMUSP00000034361	ENSMUSG00000031889	D230025D16Rik	234678	RIKEN cDNA D230025D16 gene [Source:MGI Symbol;Acc:MGI:2443049]
10090.ENSMUSP00000055823	ENSMUSG00000032322	Pstpip1	19200	proline-serine-threonine phosphatase-interacting protein 1 [Source:MGI Symbol;Acc:MGI:1321396]
10090.ENSMUSP00000068332	ENSMUSG00000056901	Tas2r102	387339	taste receptor, type 2, member 102 [Source:MGI Symbol;Acc:MGI:2681171]
10090.ENSMUSP00000109794	ENSMUSG00000025969	Nrp2	18187	neuropilin 2 [Source:MGI Symbol;Acc:MGI:1100492]
10090.ENSMUSP00000030623	ENSMUSG00000028820	Sfpq	71514	splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated) [Source:MGI Symbol;Acc:MGI:1918764]
10090.ENSMUSP00000105094	ENSMUSG00000070544	Top1	21969	topoisomerase (DNA) I [Source:MGI Symbol;Acc:MGI:98788]
10090.ENSMUSP00000030660	ENSMUSG00000028847	Trappc3	27096	trafficking protein particle complex 3 [Source:MGI Symbol;Acc:MGI:1351486]
10090.ENSMUSP00000036541	ENSMUSG00000040236	Trappc5	66682	trafficking protein particle complex 5 [Source:MGI Symbol;Acc:MGI:1913932]
10090.ENSMUSP00000050153	ENSMUSG00000049299	Trappc1	245828	trafficking protein particle complex 1 [Source:MGI Symbol;Acc:MGI:1098727]
10090.ENSMUSP00000112195	ENSMUSG00000079317	Trappc2	66226	trafficking protein particle complex 2 [Source:MGI Symbol;Acc:MGI:1913476]
10090.ENSMUSP00000030726	ENSMUSG00000028896	Rcc1	100088	regulator of chromosome condensation 1 [Source:MGI Symbol;Acc:MGI:1913989]
10090.ENSMUSP00000111309	ENSMUSG00000005732	Ranbp1	19385	RAN binding protein 1 [Source:MGI Symbol;Acc:MGI:96269]
10090.ENSMUSP00000030741	ENSMUSG00000028909	Ptpru	19273	protein tyrosine phosphatase, receptor type, U [Source:MGI Symbol;Acc:MGI:1321151]
10090.ENSMUSP00000030760	ENSMUSG00000028923	Necap2	66147	NECAP endocytosis associated 2 [Source:MGI Symbol;Acc:MGI:1913397]
10090.ENSMUSP00000050001	ENSMUSG00000024286	Ccny	67974	cyclin Y [Source:MGI Symbol;Acc:MGI:1915224]
10090.ENSMUSP00000099766	ENSMUSG00000028702	Rad54l	19366	RAD54 like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:894697]
10090.ENSMUSP00000041747	ENSMUSG00000032715	Trib3	228775	tribbles homolog 3 (Drosophila) [Source:MGI Symbol;Acc:MGI:1345675]
10090.ENSMUSP00000030792	ENSMUSG00000028950	Tas1r1	110326	taste receptor, type 1, member 1 [Source:MGI Symbol;Acc:MGI:1927505]
10090.ENSMUSP00000030800	ENSMUSG00000028959	Fastk	66587	Fas-activated serine/threonine kinase [Source:MGI Symbol;Acc:MGI:1913837]
10090.ENSMUSP00000093425	ENSMUSG00000071337	Tia1	21841	cytotoxic granule-associated RNA binding protein 1 [Source:MGI Symbol;Acc:MGI:107914]
10090.ENSMUSP00000112675	ENSMUSG00000024539	Ptpn2	19255	protein tyrosine phosphatase, non-receptor type 2 [Source:MGI Symbol;Acc:MGI:97806]
10090.ENSMUSP00000033642	ENSMUSG00000031285	Dcx	13193	doublecortin [Source:MGI Symbol;Acc:MGI:1277171]
10090.ENSMUSP00000088493	ENSMUSG00000004891	Nes	18008	nestin [Source:MGI Symbol;Acc:MGI:101784]
10090.ENSMUSP00000113269	ENSMUSG00000089992	G6pd2	14380	glucose-6-phosphate dehydrogenase 2 [Source:MGI Symbol;Acc:MGI:105977]
10090.ENSMUSP00000081141	ENSMUSG00000028961	Pgd	110208	phosphogluconate dehydrogenase [Source:MGI Symbol;Acc:MGI:97553]
10090.ENSMUSP00000102859	ENSMUSG00000028403	Zdhhc21	68268	zinc finger, DHHC domain containing 21 [Source:MGI Symbol;Acc:MGI:1915518]
